title,venue,year,authors,doi,Label,id,abstract
Memory Management in Resource-Bounded Agents.,iclp,2019,Valentina Pitoni,10.4204/eptcs.306.61,1,496,"In artificial intelligence, multi agent systems constitute an interesting typology of society modeling, and have in this regard vast fields of application, which extend to the human sciences. Logic is often used to model such kind of systems as it is easier to verify the explainability and validation, so for this reason we have tried to manage agents' memory extending a previous work by inserting the concept of time."
Advances in Logic-Based Entity Resolution: Enhancing ASPEN with Local Merges and Optimality Criteria.,kr,2025,"Zhiliang Xiang, Meghyn Bienvenu, Gianluca Cima, Víctor Gutiérrez-Basulto, Yazmín Ibáñez-García",10.24963/kr.2025/64,5,201,"In this paper, we present ASPEN+, which extends an existing ASP-based system, ASPEN,for collective entity resolution with two important functionalities: support for local merges and new optimali..."
Modeling Administrative Discretion using Goal-Directed Answer Set Programming.,iclp,2022,"Joaquín Arias, Mar Moreno-Rebato, Jose A. Rodriguez-García, Sascha Ossowski",10.1007/978-3-030-85713-4_25,5,450,"Automated legal reasoning and its application in smart contract is getting interest. In this context, ethical and legal concerns make it necessary for automated reasoners to justify in human-understandable terms the advice given. Logic Programming, specially Answer..."
An ASP Multi-Shot Encoding for the Aircraft Routing and Maintenance Planning Problem.,iclp,2020,"Pierre Tassel, Mohamed Rbaia",10.4204/eptcs.364.22,3,286,"Answer Set Programming (ASP) is a paradigm and problem modeling and solving toolkit for KR that is often invoked. There are plenty of results dedicated to studying the hardness of (fragments of) ASP. So far, these studies resulted in characterizations in terms of computational complexity as well as in fine-grained insights presented in form of dichotomy-style results, lower bounds when translating to other formalisms like Boolean satisfiability (SAT), and even detailed parameterized complexity landscapes. A quite generic and prominent parameter in parameterized complexity originating from graph theory is the so-called treewidth , which in a sense captures structural density of a program. Recently, there was an increase in the number of treewidth-based solvers related to SAT. While there exist several translations from (normal) ASP to SAT, yet there is no reduction preserving treewidth or at least being aware of the treewidth increase. This paper deals with a novel reduction from normal ASP to SAT that is aware of the treewidth, and guarantees that a slight increase of treewidth is indeed sufficient. Then, we also establish that when considering treewidth, already the fragment of normal ASP is slightly harder than SAT, which renders the treewidth increase of our reduction unavoidable."
From Acceptance to Rejection in Abstract Argumentation.,kr,2024,"Anne-Marie Heine, Markus Ulbricht",10.24963/kr.2024/41,5,199,"Dynamic reasoning environments are among the key aspects in formal argumentation research. Presumably the best understood problem is the so-called enforcement problem which asks, generally speaki..."
The ASP-based Nurse Scheduling System at the University of Yamanashi Hospital.,iclp,2025,"Hidetomo Nabeshima, Mutsunori Banbara, Torsten Schaub, Takehide Soh",10.4204/eptcs.439.23,3,254,"We present the design principles of a nurse scheduling system built using Answer Set Programming (ASP) and successfully deployed at the University of Yamanashi Hospital. Nurse scheduling is a complex optimization problem requiring the reconciliation of individual nurse preferences with hospital staffing needs across various wards. This involves balancing hard and soft constraints and the flexibility of interactive adjustments. While extensively studied in academia, real-world nurse scheduling presents unique challenges that go beyond typical benchmark problems and competitions. This paper details the practical application of ASP to address these challenges at the University of Yamanashi Hospital, focusing on the insights gained and the advancements in ASP technology necessary to effectively manage the complexities of real-world deployment."
Controlled Natural Languages for Knowledge Representation and Reasoning.,iclp,2016,"Len Schubert, Moderator",10.1016/b978-1-4832-1452-8.50157-3,5,223,
Towards Static Performance Guarantees for Programs with Run-Time Checks.,iclp,2018,"Maximiliano Klemen, Nataliia Stulova, Pedro López-García, José Morales, Manuel V. Hermenegildo",10.1145/3236950.3236970,1,64,
Theory Solving Made Easy with Clingo 5.,iclp,2016,KIM McCARRON,10.1097/00152258-200701000-00006,5,383,
Explaining Agent Behaviour via Causal Analysis of Mental States.,kr,2023,,10.5040/9781501331169.0007,2,573,
Constraint Programming Algorithms for Route Planning Exploiting Geometrical Information.,iclp,2020,Alessandro Bertagnon,10.4204/eptcs.325.38,3,272,"Problems affecting the transport of people or goods are plentiful in industry and commerce and they also appear to be at the origin of much more complex problems. In recent years, the logistics and transport sector keeps growing supported by technological progress, i.e. companies to be competitive are resorting to innovative technologies aimed at efficiency and effectiveness. This is why companies are increasingly using technologies such as Artificial Intelligence (AI), Blockchain and Internet of Things (IoT). Artificial intelligence, in particular, is often used to solve optimization problems in order to provide users with the most efficient ways to exploit available resources. In this work we present an overview of our current research activities concerning the development of new algorithms, based on CLP techniques, for route planning problems exploiting the geometric information intrinsically present in many of them or in some of their variants. The research so far has focused in particular on the Euclidean Traveling Salesperson Problem (Euclidean TSP) with the aim to exploit the results obtained also to other problems of the same category, such as the Euclidean Vehicle Routing Problem (Euclidean VRP), in the future."
